main_ingredients,estimated_cooking_time_minutes,ingredient_count,complexity_score,difficulty
"mango pulp (puree),ghee,milk,saffron strands,raisins,sugar,semiya (vermicelli),cardamom powder (elaichi),almonds (badam)",50,9,3,4
"salt,coriander (dhania) leaves,anardana powder (pomegranate seed powder),chaat masala powder,red chilli powder,gram flour (besan),cumin seeds (jeera),potato (aloo),green chillies,sunflower oil",45,10,0,2
"salt,asafoetida (hing),mustard seeds,black peppercorns,garlic,onion,lemon,tamarind paste,turmeric powder,prawns",50,10,1,3
"salt,kale leaves,apple,badam (almond),chia seeds,dijon mustard",15,6,1,1
"tomato,cumin powder (jeera),black peppercorns,cloves garlic,onion,green chilli down the middle,turmeric powder,salt,coriander (dhania),cardamom (elaichi) podsseeds,mint leaves (pudina),garam masala powder,rice,red chilli powder,water,coconut milk,eggs,ginger,bay leaf (tej patta),coriander powder,cloves (laung)",120,21,1,5
"tomato,salt,ginger,sambar powder,coconut,coriander (dhania) leaves,gram dal (pottukadalai),cloves garlic,curry leaves,dry red chillies,onion,mutton,poppy seeds,green chillies,sunflower oil",40,15,1,4
"salt,arhar dal (split toor dal),drumstick leaves (moringamurungai keerai),asafoetida (hing),mustard seeds,fennel seeds (saunf),dry red chilli,dry red chillies,sunflower oil",30,9,0,1
"salt,coconut scrapped,ginger,hung curd (greek yogurt),mustard seeds,coriander (dhania) leaves,cucumber,turmeric powder,green chillies",35,9,0,1
"heavy whipping cream,marie biscuit,green food colour,water,sugar,lemon,icing sugar whipping,condensed milk,butter",45,9,2,3
"double,nutmeg,badam (almond) pistachios,saffron strands,white chocolate,edible silver foilleaf (chandi ka vark),butter",60,7,3,4
"tomato,salt,yellow moong dal (split),arhar dal (split toor dal),green chilli,tamarind water,mustard seeds,asafoetida (hing),ridge gourd (turai peerkangai),red chilli powder,cloves garlic,ginger garlic paste,curry leaves,dry red chillies,onion,cumin seeds (jeera),turmeric powder,masoor dal,sunflower oil",30,19,0,4
"cashew nuts,dates seedless,pistachios,ghee,sesame seeds (til seeds) (or cocoa powder coconut),badam (almond),cocoa powder",40,7,3,4
"salt,coconut,mustard seeds,milk,water,white urad dal (split),dry red chillies,sugar,bottle gourd (lauki),rice flour,chana dal (bengal gram dal),sunflower oil",50,12,0,2
"cashew nuts,salt,tea leaves dried,vanilla vanilla pod,paprika powder,dried rose,butter,badam (almond),black pepper powder,pecans,walnuts,cinnamon powder (dalchini)",15,12,3,5
"milk,turmeric root turmeric powder,sugar,black pepper powder",15,4,0,1
"salt,corn flour,cloves garlic,carrot,baby corn,soy sauce,tomato ketchup,onion,vinegar,spring onion greens bulbs leaves,green bell pepper (capsicum),red chilli sauce,cauliflower (gobi) florets,pepper",50,14,0,3
"tomato,salt,amchur (dry mango powder),brinjal (baingan eggsplant),dhansak masala,ridge gourd (turai peerkangai),jaggery,cloves garlic,onion,turmeric powder",55,10,1,3
"tomato,salt,cumin powder (jeera),wheat flour,mustard oil,spring onion (bulb greens)(or regular onion),cloves garlicor,black peppercorns,coriander (dhania) leaves,lemon,eggs,mooli mullangi (radish),spinach leaves (palak),garam masala powder",60,14,1,4
"cashew nuts,basmati rice,salt,ginger,apples,raisins,soy sauce,water,sugar,red yellow green bell pepper (capsicum),black pepper powder,sunflower oil",50,12,1,3
"salt,rice,asafoetida (hing),brinjal (baingan eggsplant),mustard seeds,coriander (dhania) leaves,cloves cloves (laung),black peppercorns,dry coconut (kopra),dry red chilli,coriander (dhania) seeds,cinnamon stick (dalchini),cumin seeds (jeera),turmeric powder,sunflower oil",50,15,1,4
"salt,red bell pepper (capsicum),cauliflower (gobi),red chilli powder,coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder,sunflower oil",30,9,0,1
"salt,baking powder,eggs,milk,strawberries,nutella,sugar,vanilla,flour (maida),butter",50,10,2,4
"tomato,salt,green beans (french beans),red bell pepper (capsicum),paprika powder,basil leaves,green peas (matar),virgin olive oil,carrot,cloves garlic,sugar,del monte farfe pasta,onion,pepper,asparagus stem,dried oregano",25,16,1,4
"baking powder,chocolate bar,cherries ( ) plus cherries stems,britannia,cheese (at ),butter vegetable oil,sour,cheese frosting,milk,eggs you want avoid eggs,baking soda,vivatta maida,sugar,vanilla,cherries stem,cocoa powder,icing sugar",45,17,4,5
"tomato,salt,red chilli powder chilli flakes,papads,cloves garlic,onion,coriander (dhania) leaves parsley leaves,cheddar cheese,lemon,dried oregano mexican spice mix,dried oregano",20,11,1,3
"salt,baking powder,heavy whipping cream,orange,milk,flaxmeal eggs replacer eggs,water,butter plus pan (or coconut oil canola oil vegan),orange juice,sugar,almond meal (badam powder),lemon,vanilla,caster sugar,almonds (badam),vivatta maida plus pan,cherries,pineapple ( such are needed),kiwi,mascarp cheese",125,20,6,5
"salt,coriander (dhania),chana dal (bengal gram dal),rice,mustard seeds,coconut,asafoetida (hing),jaggery,mango,curry leaves,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil",80,14,0,3
"salt,enos fruit salt,green chilli,mint leaves (pudina),red chilli powder,stalks spring onion (bulb greens) bunch,gram flour (besan),coriander (dhania) seeds,sunflower oil make the pakoras,rice flour,turmeric powder",30,11,0,2
"yellow moong dal (split),cashew nuts cashew nuts,cardamom (elaichi) podsseeds,thai jasmine rice,milk,saffron strands,water,raisins raisins,palm sugar,kesar milk masala,ghee ghee",85,11,3,5
"garlic cloves,salt,cumin powder (jeera),coriander (dhania) leaves,mustard seeds,red chilli powder,black urad dal (split),dry red chilli,curry leaves,onion,black pepper powder,cauliflower (gobi) florets,sunflower oil",30,13,0,2
"salt,cumin powder (jeera),spinach,coriander (dhania) leaves,hara chana,ginger garlic paste,mango,gram flour (besan),mint leaves (pudina),turmeric powder,green chillies,garam masala powder",60,12,0,2
"tomato,salt,rosemary,eggs,milk,cloves garlic,parangikai pumpkin skin,onion,baguette wheat,vanilla,broccoli florets,cinnamon powder (dalchini)",35,12,2,4
"ice cubes,orange rind on,tea monk oo tea,apple,orange juice plus,grape juice plus,star anise",25,7,0,1
"salt,cumin powder (jeera),kashmiri red chilli powder,coriander (dhania) leaves,purple cabbage regular cabbage,potato (aloo) skin,mustard seeds,fennel seeds (saunf),ajwain (carom seeds),wheat flour tortilla,lemon,onionlengthwise,garlic powder,mustard oil sesame oil,cheddar cheese,turmeric powder,coriander powder,cherry tomato",70,18,1,5
"green chillies,wheat flour,cumin powder (jeera),ghee,coriander (dhania) leaves,red chilli powder,water,cloves garlic,ginger garlic paste,onion,cumin seeds (jeera),coriander powder,turmeric powder,masoor dal",35,14,1,4
"salt,ginger,green chilli,mustard seeds,black pepper corns,curry leaves,curd,white urad dal (split),curry leaves,dry red chilli,cumin seeds (jeera),sunflower oil",20,12,0,2
"tomato,onion,lotus stem,ajwain (carom seeds) between palms,green chillies,salt,garam masala powder,red chilli powder,garlic,lemon,water consistency,ginger ginger paste,garlic paste,cashew nuts,ginger,ghee,fennel seeds (saunf),potato (aloo),milk,gram flour (sattu ka atta),tomato ketchup,green bell pepper (capsicum),coriander powder,wheat bread crumbs",60,24,3,5
"basmati rice,salt,mustard seeds,ghee,coconut,water,dry red chillies,cumin seeds (jeera),peanuts (moongphali),sesame seeds (til seeds),sunflower oil",25,11,1,3
"tomato,salt,ginger,sunflower oil,asafoetida (hing),ghee,green peas (matar),red chilli powder,onion paste,ginger garlic paste,coriander (dhania) leaves,cumin seeds (jeera),coriander powder,turmeric powder,green chillies,garam masala powder,badi (wadi) urad dal vadi",60,17,1,5
"salt,cumin powder (jeera),arhar dal (split toor dal),red chilli powder,black peppercorns,water,dry red chilli,coriander powder,turmeric powder,sunflower oil",55,10,0,2
"dried oregano,salt,nutmeg,milk,sweet potatoes,cloves garlic,black peppercorns,basil leaves,parsley leaves,tme leaves,cheese (gruyere cheddar),butter",71,12,3,5
"salt,ginger,pomfret fish,green chilli,coconut,cardamom (elaichi) podsseeds,kokum (malabar tamarind),cloves garlic,dry red chillies,cumin seeds (jeera),turmeric powder,sunflower oil",35,12,1,3
"tomato,basmati rice,coriander (dhania) leaves,black peppercorns,carrot,onion,cumin seeds (jeera),black pepper powder,green chillies,sunflower oil,black cardamom (badi elaichi),salt,cardamom (elaichi) podsseeds,garlic,butter,bay leaf (tej patta),potato (aloo),green peas (matar),cinnamon stick (dalchini),sunflower oil mixed water give sizzling effect.,green bell pepper (capsicum),cloves (laung)",55,22,1,5
"tomato,salt,ginger,paneer,green peas (matar),red chilli powder,cloves garlic,kasuri methi (dried fenugreek leaves),cumin seeds (jeera),onion,coriander powder,potato (aloo),turmeric powder,green chillies,garam masala powder,sunflower oil",55,16,1,4
"tomato,salt,cumin powder (jeera),ginger,lime,spinach leaves (palak) (with stems),red chilli powder flakes,green moong sprouts,cloves garlic,coriander (dhania) leaves mint leaves,onion,sunflower oil ghee butter,pepper",25,13,1,4
"foxtail millet,white urad dal (split),salt,methi seeds (fenugreek seeds)",505,4,1,2
"salt,coconut,dosa rice hour,dry red chilli,onion,red cabbage,sunflower oil greasing the skillet,tamarind lemon",25,8,0,1
"baking powder,wheat flour,dates,coconut,pistachios,water,gram flour (besan),sugar,sooji (semolina rava),rose,butter",60,11,1,3
"mixed dry fruits,cardamom (elaichi) podsseeds,foxtail millet,ghee,water,dry coconut (kopra),jaggery powderd,milk skimmed",40,8,2,3
"salt,pomfret fish,coriander (dhania) leaves,coconut,cloves garlic,sugar,banana leaf wrap the fish,cumin seeds (jeera),lemon,mint leaves (pudina),green chillies",30,11,2,4
"salt,asafoetida (hing),flour (maida),red chilli powder,curry leaves,onion,sooji (semolina rava),rice flour,green chillies,sunflower oil",30,10,0,1
"salt,mustard seeds,coconut,curry leaves,curry leaves,green chawli beans (yard beanskaramanibarbati),cumin seeds (jeera),turmeric powder,coconut oil,green chillies",40,10,0,2
"wheat brown bread,red bell pepper (capsicum),salt,potato (aloo),red chilli powder,cloves garlic,cheddar cheese cheese,tomato ketchup,onion,sweet corn,green bell pepper (capsicum),butter baking",35,12,2,4
"salt,wheat flour,red chilli powder,black peppercorns,ragi flour (finger millet nagli),coriander (dhania) leaves,cumin seeds (jeera),bajra flour ( pearl millet),potato (aloo),green chillies,sunflower oil",40,11,0,2
"stalk spring onion (bulb greens),salt season,soy sauce,chicken,eggs,sunflower oil",20,6,2,2
"wheat flour,spinach,coriander (dhania) leaves,figaro pure olive oil,black peppercorns,onion,sooji (semolina rava),green chillies,instant oats (oatmeal)",55,9,0,1
"salt,cumin powder (jeera),black salt,jaggery,red chilli powder,water,dry ginger powder,dates,tamarind deeseeded",30,9,0,1
"salt,asafoetida (hing),methi leaves (fenugreek leaves),red chilli powder,chana dal (bengal gram dal) least,curry leaves,cumin seeds (jeera),sweet corn,arhar dal (split toor dal) least,turmeric powder,green chillies,sunflower oil",75,12,0,2
"tomato,salt,green beans (french beans),ginger,dill leaves,ghee,spinach leaves (palak),methi leaves (fenugreek leaves),red chilli powder,cloves garlic,carrot,onion,bottle gourd (lauki),green moong dal (split),coriander powder,turmeric powder,chana dal (bengal gram dal)",45,17,1,5
"baking powder,wheat flour,salt,ginger,eggs,raisins,carrot,coconut oil,walnuts,instant oats (oatmeal),cinnamon powder (dalchini)",48,11,1,3
"green chillies,red bell pepper (capsicum),ginger,salt,coconut,mustard seeds,asafoetida (hing),curry leaves,chana dal (bengal gram dal),sunflower oil",20,10,0,1
"turmeric powder,salt cumin seeds,potatoes boil,mint,red chilli powder,coriander,tsp amchur powder,ghee,oil,green chillies",25,10,1,3
"salt,water knead,sriracha sauce,spring onion (bulb greens),sweet corn ground,black pepper powder,flour (maida)",50,7,0,1
"pastry dough,apples,jam mixed fruit,raisins,badam (almond),caster sugar,wheat bread crumbs,butter,cinnamon powder (dalchini)",60,9,2,3
"salt,wheat flour,boneless chicken,pizza pasta sauce,yellow bell pepper (capsicum) smer,mozzarella cheese,virgin olive oil,dry yeast,cloves garlic,ricotta cheese,sugar,onion,green bell pepper (capsicum) smer,black pepper powder,milk brushing,red bell pepper (capsicum) smer,water needed",140,17,3,5
"tomato,salt,macaroni pasta,coriander (dhania) leaves,cloves garlic,soy sauce,red chilli flakes,tomato ketchup,onion,green bell pepper (capsicum),red chilli sauce,green chillies,sunflower oil",45,13,0,3
"salt,asafoetida (hing),mustard seeds,coconut,green moong sprouts,dry red chillies,cumin seeds (jeera),coconut oil,turmeric powder",30,9,0,1
"salt,black pepper corns,milk,celery,virgin olive oil,cloves garlic,water,black pepper powder,butter,cauliflower (gobi) florets",40,10,1,3
"baking powder,heavy whipping cream,thandai syrup,pistachios,saffron strands,white chocolate,baking soda,curd,sugar,vanilla,(for ganache),cardamom powder (elaichi),badam (almond),flour (maida),sunflower oil",60,15,3,5
"salt,cumin powder (jeera),cloves garlic,kabuli chana (white chickpeas),parsley leaves (you can also coriander),black pepper powder,flour (maida),instant oats (oatmeal),sunflower oil",50,9,0,1
"tomato,salt,cumin powder (jeera),drumstick,water ( consistency),onion,garlic,black pepper powder,green moong dal,turmeric powder",40,10,0,2
"tomato,salt,coriander (dhania) leaves,cauliflower (gobi),green peas (matar),red chilli powder,ginger garlic paste,onion,turmeric powder,green chillies,garam masala powder,sunflower oil",45,12,0,2
"ginger,corn flour,red wine,cloves garlic,soy sauce,water,garlic,vinegar,brown sugar (demerara sugar),black pepper powder,red chilli sauce,chicken breasts cubes,sunflower oil",50,13,1,4
"tomato,salt,ginger,bay leaf (tej patta),cardamom (elaichi) podsseeds,fennel seeds (saunf),coconut,sesame (gingelly) oil,black peppercorns,cloves garlic,curry leaves,coriander (dhania) seeds,mixed sprouts,onion,cinnamon stick (dalchini),cumin seeds (jeera),cloves (laung),green chillies,garam masala powder,sunflower oil",40,20,0,5
"salt,rosemary,water,dry yeast,virgin olive oil,vivatta maida,red chilli flakes,onion,parmesan cheese,cherry tomato",140,10,1,3
"salt,ginger,coconut,mustard seeds,water,dry red chilli,curry leaves,white urad dal (split),green chillies,sunflower oil",20,10,0,1
"salt,baking powder,ginger,asafoetida (hing),red chilli powder,curd,sugar,curry leaves,cumin seeds (jeera),flour (maida),green chillies,butter",75,12,1,3
"salt,green peas (matar) a,mustard seeds,ghee,sweet corn kernels,water,white urad dal (split),onion,sooji (semolina rava)",20,9,1,2
"spring onion greens,peanut butter,bay leaves (tej patta),sesame seeds (til seeds) ground paste,veg hakka noodles per package noodles,sesame (gingelly) oil,red chilli flakes,soy sauce,garlic,cumin seeds (jeera),vinegar,peanuts (moongphali),sesame seeds (til seeds),cucumber,coriander powder,mooli mullangi (radish),chilli oil,star anise,sichuan peppercorns",30,19,1,5
"salt,ginger,green chilli,sweet corn ground paste,mustard seeds,ghee,asafoetida (hing),milk,coriander (dhania) leaves,red chilli powder,sugar,cumin seeds (jeera),lemon,turmeric powder",25,14,1,4
"salt,cumin powder (jeera),dill leaves,chaat masala powder,curd,black pepper powder,cucumber,mint leaves (pudina)",10,8,0,1
"cumin powder (jeera),coriander (dhania) leaves,jaggery,curry leaves,onion,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil,salt,dry red chillies,peanuts (moongphali),mint leaves (pudina),tamarind water,mustard seeds,coconut,red chilli powder,methi seeds (fenugreek seeds),tindora (dondakaya kovakkai) ted keeping the base intact,lemon,sesame seeds (til seeds),ginger garlic paste,coriander powder",30,23,0,5
"ginger,chana dal (bengal gram dal),mustard seeds,red chilli powder,cloves garlic,dry coconut (kopra),curry leaves,white urad dal (split),dry red chillies,onion,cumin seeds (jeera),basa fish fillet,turmeric powder,sesame seeds (til seeds),sunflower oil",40,15,1,4
"salt,coconut (use dry coconut you don'have access ),cloves cloves (laung),fennel seeds (saunf),virgin olive oil,cloves garlic,black peppercorns,oysters (use but case you get,dry red chillies,onion,coriander (dhania) seeds,tamarind,turmeric powder",35,13,0,3
